target,platform,amount,bribe_platform
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,199.6030,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1280.9654,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,319.0624,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,965.3934,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,898.1536,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,218.0071,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,1089.8976,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,0.0000,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,775.9596,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1685.2856,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,1180.6803,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,494.5556,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,2275.8727,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,457.2323,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,2565.9658,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,7147.4170,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,411.9322,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,1502.3434,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,465.7035,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,5126.8660,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,448.0198,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,1791.8463,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,543.8048,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,13146.7523,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,540.9625,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,6154.8513,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,32015.35328927042282677636546,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,0.0000,
