target,platform,amount,bribe_platform
0x9b237fA1958E3022464343137738926d38815801,balancer,713.9456,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,0.0000,hiddenhand
0xeb312b0d7795743C3DE905bc09c0D62aA180A7a6,balancer,759.9631,hiddenhand
0xeb312b0d7795743C3DE905bc09c0D62aA180A7a6,aura,0.0000,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,737.1393,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,0.0000,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,balancer,254.7357,hiddenhand
0xb2A8f0f477Aae4D78Ea78d85234233285c91bB08,aura,872.1819,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,balancer,132.3392,hiddenhand
0xd42Fae61a6D0f8466B9E790db921c3469d5BEf55,aura,996.3966,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,1397.9893,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,2779.2007,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,583.6501,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,0.0000,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,balancer,642.2658,hiddenhand
0x5C36197A631649441649028110fa503a3be00162,aura,0.0000,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,868.8270,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,1727.2267,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,balancer,2080.2248,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,aura,4135.4839,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1634.5697,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,3249.5221,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,551.8081,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1096.9937,hiddenhand
0xeaDB24ebe7348F716780C162C56b61Bef8283455,balancer,103.4036,hiddenhand
0xeaDB24ebe7348F716780C162C56b61Bef8283455,aura,0.0000,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,balancer,195.9994,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,135.5646,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0xAB39b84287769481d7D004E17AC3875248d3C631,balancer,79.5201,hiddenhand
0xAB39b84287769481d7D004E17AC3875248d3C631,aura,0.0000,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,balancer,204.5858,hiddenhand
0x2fb78CD279fD613891fDAc2681444aD3541C31b2,aura,0.0000,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,8400.997159275567887590933719,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,350.4432655526831246447776660,
