target,platform,amount,bribe_platform
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,594.4562,hiddenhand
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,725.0972,hiddenhand
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,0.0000,hiddenhand
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1087.5356,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,0.0000,hiddenhand
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,1329.3526,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,1036.9708,hiddenhand
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,0.0000,hiddenhand
0xd75026F8723b94d9a360A282080492d905c6A558,aura,1642.1345,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,977.7163,hiddenhand
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,balancer,559.1625,hiddenhand
0x6A2C2d4502335638d2c2f40f0171253fb2c2db88,aura,1046.9724,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,907.9992,hiddenhand
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,1700.1319,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,163.7829,hiddenhand
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,155.1216,hiddenhand
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,2996.1369,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,342.7606,hiddenhand
0xf697535848B535900c76f70F1e36EC3985D27862,aura,2463.6690,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,9386.2599,hiddenhand
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,405.2771,hiddenhand
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,2322.1843,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,0.0000,hiddenhand
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,7328.4239,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,0.0000,hiddenhand
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,3158.0601,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,balancer,290.8118,hiddenhand
0x80A423a65a6a630943D9A34b8b78943af00c98cD,aura,1406.9221,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,862.3962,hiddenhand
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,0.0000,hiddenhand
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,8888.4132,hiddenhand
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,649.4972,hiddenhand
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,0.0000,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,663.9912,hiddenhand
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,274.7717,hiddenhand
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,2829.3944,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,26552.45874091930455503632257,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,344.1718,
