target,platform,amount,bribe_platform
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,balancer,174.0944,hiddenhand
0x6dDEdCdB545e04927B2ABa21778A790A3318E3cb,aura,0.0000,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,balancer,409.1239,hiddenhand
0xD606Ea6f6d93D90EFafc7d21972353FB98205Eb8,aura,0.0000,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,balancer,593.6137,hiddenhand
0xA7165E1E3dEfe55DAdA5C4289268d57faBA6dAd2,aura,1111.4786,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,887.0342,hiddenhand
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,2031.0972,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hiddenhand
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,2332.8706,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,balancer,905.8902,hiddenhand
0x52d28dfF7759Ca78978954eBAbF87481BD5Cf8f0,aura,0.0000,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1599.5667,hiddenhand
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,5646.5327,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,828.5341,hiddenhand
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,0.0000,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,854.5235,hiddenhand
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,2079.7387,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,825.4215,hiddenhand
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,0.0000,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,803.9231,hiddenhand
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,3029.8605,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,balancer,814.2518,hiddenhand
0xB1E8ec305b0b29097a117CaFC9721A553533E54C,aura,0.0000,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,balancer,614.4342,hiddenhand
0x9b237fA1958E3022464343137738926d38815801,aura,1150.4627,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,509.1528,hiddenhand
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,953.3346,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,539.4696,hiddenhand
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,1010.0996,hiddenhand
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,14162.71073869340406004238814,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,124.9754,
