pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.3431,1832.4657,4118.9394,5766.5151,1282.7260,875.1152,407.6107,0.0000,0,1740598313
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,66252.8697,9751.5325,13652.1456,46553.3818,32209.8962,14343.4856,176.3730,0,0
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,2946.8363,36445.8726,5364.3429,7510.0801,25609.1341,17921.0840,7688.0500,97.0232,0,1740482591
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,21904.3440,3224.0252,4513.6353,15391.3527,10950.1983,4441.1544,58.3120,0,0
0x10a04efba5b880e169920fd4348527c64fb29d4d,mainnet,B-csUSDC-csUSDL,0.0000,18895.6474,2781.1855,3893.6597,13277.2557,9507.8960,3769.3596,50.3025,0,0
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,2937.0927,17361.5289,2555.3839,3577.5374,12199.2887,0.0000,12199.2887,46.2185,0,1740400007
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2898.8979,13731.2559,2021.0564,2829.4790,9648.4334,7032.2015,2616.2319,36.5542,0,1740453911
0x89bb794097234e5e930446c0cec0ea66b35d7570,mainnet,Aave USDC-USDT,0.0000,8843.3667,1301.6248,1822.2747,6213.8988,4689.0560,1524.8428,23.5421,0,0
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,36.8512,8223.0685,1210.3252,1694.4553,5778.0387,4391.6988,1386.3399,21.8908,0,1740603731
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0118,8077.4687,1188.8949,1664.4529,5675.7313,4321.9015,1353.8298,21.5032,0,1740594275
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0780,7576.6111,1115.1754,1561.2455,5323.7976,4081.8015,1241.9961,20.1698,0,1740344375
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,7356.2809,1082.7457,1515.8440,5168.9799,3976.1801,1192.7998,19.5833,0,0
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0147,6613.4214,973.4068,1362.7695,4647.0007,3620.0698,1026.9309,17.6057,0,1740461579
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.5512,5712.7736,840.8435,1177.1810,4014.1496,3188.3192,825.8304,15.2081,0,1740478751
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,5422.5193,798.1220,1117.3708,3810.1989,3049.1778,761.0211,14.4354,0,0
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2911.4335,5077.5827,747.3520,1046.2928,3567.8250,2883.8228,684.0022,13.5171,0,1740525647
